// CELL LOG SANS BOOL ESSAI 1


[0022.12] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_Trans/Dino_Jungle_NESW_Entry_A.cell, cellid=85, cellpos=(-5760.00, 2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_ESW_A.cell, cellid=18, cellpos=(14976.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_ESW_A.cell, cellid=30, cellpos=(14976.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_ESW_A.cell, cellid=24, cellpos=(14976.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_Trans/Marsh_ESW_SCInstEntry.cell, cellid=12, cellpos=(14976.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_SW_A.cell, cellid=36, cellpos=(14976.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NES_A.cell, cellid=5, cellpos=(12672.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NES_A.cell, cellid=4, cellpos=(10368.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NES_A.cell, cellid=3, cellpos=(8064.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_ES_A.cell, cellid=6, cellpos=(14976.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_NE_A.cell, cellid=1, cellpos=(3456.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=209, cellpos=(14976.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=215, cellpos=(14976.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=210, cellpos=(12672.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=216, cellpos=(12672.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=211, cellpos=(10368.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=217, cellpos=(10368.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=212, cellpos=(8064.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=218, cellpos=(8064.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=213, cellpos=(5760.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=219, cellpos=(5760.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=214, cellpos=(3456.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=220, cellpos=(3456.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=221, cellpos=(17280.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=222, cellpos=(17280.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=223, cellpos=(17280.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=224, cellpos=(17280.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.19] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=225, cellpos=(17280.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.20] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=226, cellpos=(17280.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.20] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=227, cellpos=(17280.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0022.20] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=228, cellpos=(17280.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
