// AVEC BOOL ESSAI 1


[0048.94] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_C/Marsh_C_NESW_Island_1x1.cell, cellid=20, cellpos=(20736.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.00] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESW_FILLER_A.cell, cellid=200, cellpos=(1152.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.00] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESW_FILLER_A.cell, cellid=201, cellpos=(-19584.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.00] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESW_FILLER_A.cell, cellid=202, cellpos=(1152.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.00] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESW_FILLER_A.cell, cellid=203, cellpos=(-19584.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.00] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESW_FILLER_A.cell, cellid=204, cellpos=(-19584.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.00] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESW_FILLER_A.cell, cellid=205, cellpos=(-19584.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.00] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Dino_Jungle_A/Dino_Jungle_A_NESW_FILLER_A.cell, cellid=206, cellpos=(-19584.00, -18432.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.00] Log: [[Game]] CellSetRegistry::LoadCellSet(Savagelands/Marsh_A/)
[0049.00] Log: [[Game]] CellSetRegistry::LoadCellSet(Savagelands/Marsh_B/)
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=207, cellpos=(3456.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=208, cellpos=(14976.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=209, cellpos=(5760.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=210, cellpos=(12672.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=211, cellpos=(8064.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=212, cellpos=(10368.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=213, cellpos=(10368.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=214, cellpos=(8064.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=215, cellpos=(12672.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=216, cellpos=(5760.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=217, cellpos=(14976.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=218, cellpos=(3456.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=219, cellpos=(17280.00, -16128.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=220, cellpos=(17280.00, -13824.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=221, cellpos=(17280.00, -11520.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=222, cellpos=(17280.00, -9216.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=223, cellpos=(17280.00, -6912.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=224, cellpos=(17280.00, -4608.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=225, cellpos=(17280.00, -2304.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
[0049.01] Log: [[Game]] Adding cell Resource/Cells/Savagelands/Marsh_A/Marsh_A_FILLER_A.cell, cellid=226, cellpos=(17280.00, 0.00, 0.00), game=clientGameId=0x1 in region Regions/StoryRevamp/CH07SavageLand/CH0701SavagelandRegion.prototype, ID=0x400659da3f20003 (288342103886528515), DIFF=Tier1Normal, SEED=1038711701, GAMEID=clientGameId=0x1
